00:1A:1E:35:7E:60,00:1A:1E:35:7E:61,00:1A:1E:35:7E:62,00:1A:1E:35:7E:63,00:1A:1E:35:7E:64,00:1A:1E:35:7E:C0,00:1A:1E:35:7E:C1,00:1A:1E:35:7E:C2,00:1A:1E:35:7E:C3,00:1A:1E:35:7E:C4,00:1A:1E:35:81:00,00:1A:1E:35:81:01,00:1A:1E:35:81:02,00:1A:1E:35:81:03,00:1A:1E:35:81:04,00:1A:1E:35:9D:60,00:1A:1E:35:9D:61,00:1A:1E:35:9D:62,00:1A:1E:35:9D:63,00:1A:1E:35:9D:65,00:1A:1E:35:9F:00,00:1A:1E:35:9F:01,00:1A:1E:35:9F:02,00:1A:1E:35:9F:03,00:1A:1E:35:9F:04,00:24:6C:60:5C:A0,00:24:6C:60:5C:A1,00:24:6C:60:5C:A2,00:24:6C:60:5C:A3,00:24:6C:60:5C:A5,00:24:6C:93:E1:20,00:24:6C:93:E1:21,00:24:6C:93:E1:22,00:24:6C:93:E1:23,00:24:6C:93:E1:24,00:24:6C:94:8D:50,00:24:6C:94:8D:51,00:24:6C:94:8D:52,00:24:6C:94:8D:53,00:24:6C:94:8D:55,00:24:6C:94:91:50,00:24:6C:94:91:51,00:24:6C:94:91:52,00:24:6C:94:91:53,00:24:6C:94:91:55,00:24:6C:94:91:80,00:24:6C:94:91:81,00:24:6C:94:91:82,00:24:6C:94:91:83,00:24:6C:94:91:84,00:24:6C:96:4C:D0,00:24:6C:96:4C:D1,00:24:6C:96:4C:D2,00:24:6C:96:4C:D3,00:24:6C:96:B0:50,00:24:6C:96:B0:51,00:24:6C:96:B0:52,00:24:6C:96:B0:53,00:24:6C:96:B0:55,00:24:6C:96:B0:90,00:24:6C:96:B0:91,00:24:6C:96:B0:92,00:24:6C:96:B0:93,00:24:6C:96:B0:95,00:24:6C:96:B0:E0,00:24:6C:96:B0:E1,00:24:6C:96:B0:E2,00:24:6C:96:B0:E3,00:24:6C:96:B0:E4,00:C0:CA:26:71:01,00:C0:CA:26:71:02,00:C0:CA:26:71:03,08:BD:43:66:65:A8,64:66:B3:40:22:A0,7C:0E:CE:5F:DC:F0,7C:0E:CE:5F:DC:F1,C2:46:19:87:F9:21,C8:3A:35:0A:E9:78,C8:3A:35:47:75:A8,C8:3A:35:4E:DC:18,C8:3A:35:5D:4E:48,D6:9C:26:27:D9:BB,location
0,0,0,0,0,-83,0,0,0,-88,-60,-60,-60,-61,-60,-38,-39,-39,-38,-38,0,0,0,0,0,-74,-71,-71,-73,-73,0,0,0,0,0,-77,0,-77,-75,-79,-79,-78,-78,-78,-78,0,-88,-88,-90,-88,0,0,0,0,0,0,0,0,0,-76,-84,-76,-84,-85,0,0,0,0,0,0,-79,0,-91,0,0,0,0,-87,0,0,0,0,C1
-88,0,0,0,-89,-88,0,0,0,0,-63,-62,-62,-62,-62,-37,-37,-37,-37,-37,0,0,0,0,0,-67,-69,-68,-70,-71,0,0,0,0,0,0,-87,-86,-86,-85,-72,-73,-73,-73,-73,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-85,0,-87,-87,0,0,0,0,0,-75,-81,0,0,0,0,0,0,0,0,0,0,-81,C1
0,0,0,0,0,0,0,-86,-87,-86,-63,-61,-63,-62,-66,-37,-38,-38,-38,-37,0,0,0,0,0,-70,-69,-71,-68,-69,0,0,0,0,0,-75,-77,-68,-72,-71,0,-91,0,-87,0,-78,-78,-78,-80,-80,0,0,0,0,0,0,0,0,0,-90,-86,-86,-86,-87,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,-88,-89,-84,-82,-86,-54,-54,-55,-55,-55,-39,-37,-39,-38,-37,0,0,0,0,0,-72,-72,0,-73,-73,0,0,0,0,0,-77,-74,-75,-76,-75,-78,-78,-77,-79,-78,-85,-86,-83,-85,-83,0,0,0,0,0,0,0,0,0,-81,-85,-81,-81,-81,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,-93,C1
0,0,0,0,0,0,0,0,0,0,-61,-62,-61,-61,-61,-32,-32,-32,-31,-32,0,0,0,0,0,-74,-74,-73,-75,-73,0,0,0,0,0,-71,-69,-69,-68,-68,-71,-74,-74,-71,-72,-85,-90,-84,-87,-88,0,0,0,0,0,0,0,0,0,-78,-82,-82,-79,-81,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,0,0,0,0,0,-74,-73,-75,-75,-74,-39,-39,-40,-40,-39,0,0,0,0,0,-77,-77,-78,-78,-76,0,0,0,0,0,-71,-70,-72,-71,-69,-78,-77,-77,-80,-78,-81,-86,-82,-82,-81,0,0,0,0,0,0,0,0,0,-83,-82,-85,-83,-83,0,0,0,0,0,-75,0,0,-74,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,0,0,0,0,0,-72,-74,-74,-74,-75,-40,-40,-40,-40,-40,0,0,0,0,0,0,-90,-92,0,-82,0,0,0,0,0,-67,-66,-66,-66,-66,-80,-80,-82,-80,-82,-90,0,-87,-89,-89,0,0,0,0,0,0,0,0,0,0,-90,-86,-90,0,0,0,0,0,0,-83,0,0,-87,0,0,0,-86,0,-88,0,0,0,C1
0,0,0,0,0,-83,-83,-83,-82,-82,-57,-60,-60,-60,-60,-38,-39,-39,-38,-39,0,0,0,0,0,0,0,-73,0,-68,0,0,0,0,0,-70,-70,-70,-70,-71,-74,-73,-75,-76,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,-72,-71,-70,-70,0,0,0,0,0,-72,-75,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,0,0,0,0,0,-61,-62,-61,-61,-61,-32,-32,-32,-31,-32,0,0,0,0,0,-74,-74,-73,-75,-73,0,0,0,0,0,-71,-69,-69,-68,-68,-71,-74,-74,-71,-72,-85,-90,-84,-87,-88,0,0,0,0,0,0,0,0,0,-78,-82,-82,-79,-81,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,0,-91,-90,0,-90,-69,-70,-69,-71,-72,-39,-39,-38,-38,-38,0,0,0,0,0,-73,-75,-73,-72,-72,0,0,0,0,0,-61,-63,-65,-64,-65,0,0,0,0,0,0,0,-86,-85,-88,0,0,0,0,0,0,0,0,0,-82,-83,-81,-83,-84,0,0,0,0,0,0,-90,0,-83,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,-88,-89,-84,-82,-86,-54,-54,-55,-55,-55,-39,-37,-39,-38,-37,0,0,0,0,0,-72,-72,0,-73,-73,0,0,0,0,0,-77,-74,-75,-76,-75,-78,-78,-77,-79,-78,-85,-86,-83,-85,-83,0,0,0,0,0,0,0,0,0,-81,-85,-81,-81,-81,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,-93,C1
0,0,0,0,0,0,0,-86,-87,-86,-63,-61,-63,-62,-66,-37,-38,-38,-38,-37,0,0,0,0,0,-70,-69,-71,-68,-69,0,0,0,0,0,-75,-77,-68,-72,-71,0,-91,0,-87,0,-78,-78,-78,-80,-80,0,0,0,0,0,0,0,0,0,-90,-86,-86,-86,-87,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,C1
-88,0,0,0,-89,-88,0,0,0,0,-63,-62,-62,-62,-62,-37,-37,-37,-37,-37,0,0,0,0,0,-67,-69,-68,-70,-71,0,0,0,0,0,0,-87,-86,-86,-85,-72,-73,-73,-73,-73,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-85,0,-87,-87,0,0,0,0,0,-75,-81,0,0,0,0,0,0,0,0,0,0,-81,C1
0,0,0,0,0,0,0,0,0,0,-72,-73,-72,-72,-72,-45,-46,-46,-46,-46,0,0,0,0,0,-73,-69,-72,-71,-70,0,0,0,0,0,0,0,-80,-78,-81,-83,0,-77,-78,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,-87,0,-82,-89,0,0,C1
0,0,0,0,0,0,0,0,0,0,-62,-62,-61,-63,-61,-39,-38,-37,-37,-37,0,0,0,0,0,-70,-69,-71,-69,-70,0,0,0,0,0,-76,-77,-75,-73,-74,0,0,0,0,0,-89,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,-77,-75,-76,-85,0,0,0,0,0,-85,0,0,-76,0,0,0,0,0,-88,0,0,0,C1
0,0,0,0,0,0,0,-86,-87,-86,-63,-61,-63,-62,-66,-37,-38,-38,-38,-37,0,0,0,0,0,-70,-69,-71,-68,-69,0,0,0,0,0,-75,-77,-68,-72,-71,0,-91,0,-87,0,-78,-78,-78,-80,-80,0,0,0,0,0,0,0,0,0,-90,-86,-86,-86,-87,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,-83,-83,-83,-82,-82,-57,-60,-60,-60,-60,-38,-39,-39,-38,-39,0,0,0,0,0,0,0,-73,0,-68,0,0,0,0,0,-70,-70,-70,-70,-71,-74,-73,-75,-76,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,-72,-71,-70,-70,0,0,0,0,0,-72,-75,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,0,0,0,0,0,-72,-73,-72,-72,-72,-45,-46,-46,-46,-46,0,0,0,0,0,-73,-69,-72,-71,-70,0,0,0,0,0,0,0,-80,-78,-81,-83,0,-77,-78,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,-87,0,-82,-89,0,0,C1
0,0,0,0,0,-83,-83,-83,-82,-82,-57,-60,-60,-60,-60,-38,-39,-39,-38,-39,0,0,0,0,0,0,0,-73,0,-68,0,0,0,0,0,-70,-70,-70,-70,-71,-74,-73,-75,-76,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,-72,-71,-70,-70,0,0,0,0,0,-72,-75,0,0,0,0,0,0,0,0,0,0,0,C1
0,0,0,0,0,-88,-87,0,0,0,-61,-63,-66,-63,-63,-31,-30,-31,-30,-31,0,0,0,0,0,-69,-69,-69,-69,-69,0,0,0,0,0,-64,-63,-64,-63,-64,0,0,-94,-88,0,-94,0,-91,-89,-89,0,0,0,0,0,0,0,0,0,-87,-85,-86,-86,-85,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,-91,0,0,0,C1
0,0,-85,0,0,0,0,0,0,0,-59,-60,-60,-61,-60,-46,-47,-47,-47,-47,0,0,0,0,0,-78,-80,-80,-80,-80,0,0,0,0,0,-66,-66,-68,-66,-67,-66,-65,-77,-77,-76,0,-90,-90,-93,-90,0,0,0,0,0,0,0,0,0,0,0,0,-86,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,C3
0,0,0,0,0,0,-78,-79,-78,0,-57,-56,-59,-57,-58,-38,-39,-38,-37,-39,0,0,0,0,0,-80,-81,-83,-81,-65,0,0,0,0,0,-82,-75,-74,-73,-73,-86,-70,-70,-71,-71,-89,-89,-89,-87,-88,0,0,0,0,0,0,0,0,0,-81,-73,-81,-80,-81,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,C3
0,0,-85,0,0,0,0,0,0,0,-59,-60,-60,-61,-60,-46,-47,-47,-47,-47,0,0,0,0,0,-78,-80,-80,-80,-80,0,0,0,0,0,-66,-66,-68,-66,-67,-66,-65,-77,-77,-76,0,-90,-90,-93,-90,0,0,0,0,0,0,0,0,0,0,0,0,-86,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,C3
0,-80,-74,-82,-81,0,0,0,0,-86,-66,-68,-67,-67,-69,-40,-41,-40,-39,-40,0,0,0,0,0,-66,-67,-65,-64,-66,0,0,0,0,0,-60,-61,-60,-59,-61,-76,-76,-75,-76,-75,-84,-87,0,-88,0,0,0,0,0,0,0,0,0,0,-77,-77,-79,-77,-76,0,0,0,0,0,-83,-88,0,0,0,0,0,0,0,0,0,0,0,C3
0,-80,-74,-82,-81,0,0,0,0,-86,-66,-68,-67,-67,-69,-40,-41,-40,-39,-40,0,0,0,0,0,-66,-67,-65,-64,-66,0,0,0,0,0,-60,-61,-60,-59,-61,-76,-76,-75,-76,-75,-84,-87,0,-88,0,0,0,0,0,0,0,0,0,0,-77,-77,-79,-77,-76,0,0,0,0,0,-83,-88,0,0,0,0,0,0,0,0,0,0,0,C3
0,0,-85,0,0,0,0,0,0,0,-59,-60,-60,-61,-60,-46,-47,-47,-47,-47,0,0,0,0,0,-78,-80,-80,-80,-80,0,0,0,0,0,-66,-66,-68,-66,-67,-66,-65,-77,-77,-76,0,-90,-90,-93,-90,0,0,0,0,0,0,0,0,0,0,0,0,-86,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,C3
0,-80,0,0,0,0,-78,0,-78,-79,-63,-63,-62,-64,-64,-39,-37,-38,-39,-40,0,0,0,0,0,-63,-63,-64,-64,-63,0,0,0,0,0,-69,-66,-67,-66,-67,-68,-69,-69,-68,-67,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,-74,-73,-73,-74,-73,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,C3
-94,0,0,-82,-84,0,0,-84,-83,0,-53,-54,-53,-53,-53,-45,-45,-45,-44,-45,0,0,0,0,0,-69,-70,-71,-70,-71,0,0,0,0,0,-66,-68,-68,-65,-67,-64,-64,-78,-79,0,-92,-87,-88,-88,-89,0,0,0,0,0,0,0,0,0,-80,-79,-82,-82,-82,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,-82,C3
0,-78,0,-82,0,0,-89,0,0,-91,-70,-71,-71,-73,-70,-49,-51,-49,-48,-48,0,0,0,0,0,-70,-71,-73,-72,-72,0,0,0,0,0,-70,-68,-68,-69,-69,-68,-67,-69,0,-67,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,-91,-92,0,-92,-91,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,-80,C3
0,0,0,0,0,-81,-79,0,-81,-80,-64,-65,-65,-63,-63,-38,-38,-38,-38,-38,0,0,0,0,0,-65,-65,-66,-66,-65,0,0,0,0,0,-79,-62,-68,-62,-64,-77,-77,-75,-76,-76,0,0,-95,-92,-89,0,0,0,0,0,0,0,0,0,-72,-72,-79,-73,-71,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,C3
-83,-85,-84,-85,0,0,-85,-82,0,-81,-56,-56,-59,-52,-59,-35,-37,-37,-35,-39,0,0,0,0,0,-69,-69,-68,-66,-66,0,0,0,0,0,-75,-72,-77,-72,-71,0,-73,-72,-74,-76,-85,-85,-85,-86,-85,0,0,0,0,0,0,0,0,0,-84,-87,-85,-83,-83,0,0,0,0,0,-77,0,0,-88,0,0,0,0,0,0,0,-90,0,C3
0,0,0,0,0,0,-78,-79,-78,0,-57,-56,-59,-57,-58,-38,-39,-38,-37,-39,0,0,0,0,0,-80,-81,-83,-81,-65,0,0,0,0,0,-82,-75,-74,-73,-73,-86,-70,-70,-71,-71,-89,-89,-89,-87,-88,0,0,0,0,0,0,0,0,0,-81,-73,-81,-80,-81,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,C3
0,0,0,0,0,0,-78,-79,-78,0,-57,-56,-59,-57,-58,-38,-39,-38,-37,-39,0,0,0,0,0,-80,-81,-83,-81,-65,0,0,0,0,0,-82,-75,-74,-73,-73,-86,-70,-70,-71,-71,-89,-89,-89,-87,-88,0,0,0,0,0,0,0,0,0,-81,-73,-81,-80,-81,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,C3
0,-78,0,-82,0,0,-89,0,0,-91,-70,-71,-71,-73,-70,-49,-51,-49,-48,-48,0,0,0,0,0,-70,-71,-73,-72,-72,0,0,0,0,0,-70,-68,-68,-69,-69,-68,-67,-69,0,-67,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,-91,-92,0,-92,-91,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,-80,C3
-83,-85,-84,-85,0,0,-85,-82,0,-81,-56,-56,-59,-52,-59,-35,-37,-37,-35,-39,0,0,0,0,0,-69,-69,-68,-66,-66,0,0,0,0,0,-75,-72,-77,-72,-71,0,-73,-72,-74,-76,-85,-85,-85,-86,-85,0,0,0,0,0,0,0,0,0,-84,-87,-85,-83,-83,0,0,0,0,0,-77,0,0,-88,0,0,0,0,0,0,0,-90,0,C3
-83,-85,-84,-85,0,0,-85,-82,0,-81,-56,-56,-59,-52,-59,-35,-37,-37,-35,-39,0,0,0,0,0,-69,-69,-68,-66,-66,0,0,0,0,0,-75,-72,-77,-72,-71,0,-73,-72,-74,-76,-85,-85,-85,-86,-85,0,0,0,0,0,0,0,0,0,-84,-87,-85,-83,-83,0,0,0,0,0,-77,0,0,-88,0,0,0,0,0,0,0,-90,0,C3
-94,0,0,-82,-84,0,0,-84,-83,0,-53,-54,-53,-53,-53,-45,-45,-45,-44,-45,0,0,0,0,0,-69,-70,-71,-70,-71,0,0,0,0,0,-66,-68,-68,-65,-67,-64,-64,-78,-79,0,-92,-87,-88,-88,-89,0,0,0,0,0,0,0,0,0,-80,-79,-82,-82,-82,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,-82,C3
0,0,0,0,0,-81,-79,0,-81,-80,-64,-65,-65,-63,-63,-38,-38,-38,-38,-38,0,0,0,0,0,-65,-65,-66,-66,-65,0,0,0,0,0,-79,-62,-68,-62,-64,-77,-77,-75,-76,-76,0,0,-95,-92,-89,0,0,0,0,0,0,0,0,0,-72,-72,-79,-73,-71,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,C3
-94,0,0,-82,-84,0,0,-84,-83,0,-53,-54,-53,-53,-53,-45,-45,-45,-44,-45,0,0,0,0,0,-69,-70,-71,-70,-71,0,0,0,0,0,-66,-68,-68,-65,-67,-64,-64,-78,-79,0,-92,-87,-88,-88,-89,0,0,0,0,0,0,0,0,0,-80,-79,-82,-82,-82,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,-82,C3
-71,-80,-72,-73,-73,-87,0,0,0,0,-68,-67,-66,-69,-68,-41,-42,-41,-40,-42,0,0,0,0,0,-69,-71,-70,-66,-73,0,0,0,0,0,-66,-66,-66,-65,-65,-59,-61,-60,-62,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4
-73,-77,-72,-73,-74,-80,0,-81,0,-79,-69,-70,-71,-70,-69,-45,-47,-47,-49,-47,0,0,0,0,0,-70,-66,-69,-67,-70,0,0,0,0,0,-55,-53,-57,-52,-54,-67,-48,-49,-54,-51,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,-72,0,-83,-73,-74,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,C4
-75,-74,-75,-77,-76,-78,-80,-66,0,-66,-74,-75,-81,-75,-75,-43,-44,-43,-43,-44,0,0,0,0,0,-63,-64,-62,-62,-62,0,0,0,0,0,-53,-52,-53,-54,-52,-57,-57,-56,-56,-57,0,0,0,0,0,0,0,0,0,-86,-85,-86,-89,-87,-76,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4
-71,-78,-71,-71,-70,-84,-86,-85,0,0,-71,-73,-73,-71,-74,-62,-59,-60,-61,-60,0,0,0,0,0,-65,-64,-66,-71,-71,0,0,0,0,0,-54,-53,-53,-53,-53,-52,-51,-50,-51,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-79,-75,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4
-66,-66,-68,-65,-66,0,0,-83,0,0,-70,-69,-70,-70,-69,-48,-47,-47,-48,-47,0,0,0,0,0,-66,-68,-67,-68,-66,0,0,0,0,0,-65,-65,-64,-66,-66,-51,-51,-49,-50,-50,0,0,0,0,0,0,0,0,0,-90,0,0,0,-88,-76,-71,-73,-72,-73,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,C4
-76,-88,-77,-76,-75,-74,-75,-81,-78,0,-68,-69,-68,-70,-70,-44,-44,-49,-47,-48,0,0,0,0,0,-64,-65,-64,-63,-65,0,0,0,0,0,-53,-53,-57,-51,-50,-52,-54,-50,-53,-52,0,0,0,0,0,0,0,0,0,-88,0,0,0,-87,-76,-81,-79,-75,-74,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,C4
-73,-75,-76,-75,-73,-84,-80,-82,-74,-76,-69,-70,-70,-72,-72,-41,-41,-42,-41,-41,0,0,0,0,0,-64,-66,-66,-70,-70,0,0,0,0,0,-50,-50,-62,-61,-61,-52,-50,-51,-51,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-83,0,-82,-81,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,C4
-78,-75,-75,-76,-75,-68,-68,-67,-72,-70,-73,-75,-74,-75,-77,-52,-49,-52,-51,-51,0,0,0,0,0,-61,-60,-61,-61,-62,0,0,0,0,0,-48,-49,-50,-49,-48,-59,-61,-60,-70,-68,0,0,0,0,0,0,0,0,0,-91,-91,0,-92,-92,-73,-73,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4
